identifier,transaction_count,avg_price_eth,max_price_eth,min_price_eth,total_volume_eth,unique_buyers,unique_sellers,collection
2241,4,3.6525,12.87,0.4,14.61,1,1,BAYC
2242,10,21.98301,100.0,0.6,219.8301,1,1,BAYC
2246,5,31.07,86.0,0.45,155.35,1,1,BAYC
2243,9,18.550941666666667,93.0,0.343375,166.958475,1,1,BAYC
2247,3,2.1421666666666668,4.069,0.52,6.4265,1,1,BAYC
2248,6,23.607891666666664,43.0,0.40935,141.64735,1,1,BAYC
2250,47,17.96879785106383,78.18,0.5,844.533499,1,1,BAYC
2249,4,53.96,115.0,0.6,215.84,1,1,BAYC
2245,14,18.673357142857142,29.99,0.4,261.427,1,1,BAYC
2251,3,29.46,83.0,1.88,88.38,1,1,BAYC
2244,4,2.35,5.5,0.5,9.4,1,1,BAYC
2212,2,20.62,24.24,17.0,41.24,1,1,BAYC
2228,1,136.0,136.0,136.0,136.0,1,1,BAYC
2222,0,0.0,0.0,0.0,0.0,0,0,BAYC
2230,0,0.0,0.0,0.0,0.0,0,0,BAYC
2235,7,28.726052857142857,109.0,9.37,201.08237,1,1,BAYC
2229,1,1.0,1.0,1.0,1.0,1,1,BAYC
2221,11,26.807716181818183,114.888,0.5,294.884878,1,1,BAYC
2231,1,11.0,11.0,11.0,11.0,1,1,BAYC
2239,6,3.03,7.5,0.39,18.18,1,1,BAYC
2226,14,25.428832857142854,40.0,7.5,356.00366,1,1,BAYC
2211,3,30.863333333333333,89.89,1.2,92.59,1,1,BAYC
2227,4,18.2,28.8,5.4,72.8,1,1,BAYC
2223,3,8.4,19.0,2.9,25.2,1,1,BAYC
2218,0,0.0,0.0,0.0,0.0,0,0,BAYC
2225,3,23.46666666666667,49.98,0.42,70.4,1,1,BAYC
2238,3,2.6118,3.9,0.36,7.8354,1,1,BAYC
2219,1,0.38,0.38,0.38,0.38,1,1,BAYC
2217,12,23.259233,72.77,0.348,279.110796,1,1,BAYC
2210,2,0.245,0.3,0.19,0.49,1,1,BAYC
2232,8,21.1998875,23.85,17.56,169.5991,1,1,BAYC
2236,0,0.0,0.0,0.0,0.0,0,0,BAYC
2233,2,138.25,158.0,118.5,276.5,1,1,BAYC
2240,2,22.845,25.0,20.69,45.69,1,1,BAYC
2234,0,0.0,0.0,0.0,0.0,0,0,BAYC
2220,1,120.0,120.0,120.0,120.0,1,1,BAYC
2237,0,0.0,0.0,0.0,0.0,0,0,BAYC
2214,3,11.658333333333331,13.045,10.13,34.975,1,1,BAYC
2224,10,13.378639799999998,69.0,0.4,133.786398,1,1,BAYC
2209,17,9.05169994117647,55.0,0.23,153.878899,1,1,BAYC
2216,7,33.50995714285715,69.0,1.69,234.5697,1,1,BAYC
2213,8,20.813975,29.543,1.15,166.5118,1,1,BAYC
2215,4,5.8225,10.3,3.0,23.29,1,1,BAYC
2207,5,16.315980000000003,49.27,0.1399,81.57990000000001,1,1,BAYC
2208,1,87.0,87.0,87.0,87.0,1,1,BAYC
2206,9,26.022222222222226,70.0,11.58,234.2,1,1,BAYC
2204,2,32.0,55.0,9.0,64.0,1,1,BAYC
2205,0,0.0,0.0,0.0,0.0,0,0,BAYC
2202,4,23.6475,32.7,0.2,94.59,1,1,BAYC
2195,3,1.05,1.7,0.7,3.15,1,1,BAYC
2193,59,65.7488593220339,72.0,63.0,3879.1827,1,1,BAYC
2199,5,8.52938,32.0,0.15,42.6469,1,1,BAYC
2200,2,3.56,6.777,0.343,7.12,1,1,BAYC
2196,2,17.575,35.0,0.15,35.15,1,1,BAYC
2201,9,10.886333333333331,25.7,0.135,97.977,1,1,BAYC
2197,11,12.760909090909092,31.99,0.3,140.37,1,1,BAYC
2194,6,26.116666666666664,98.9,0.12,156.7,1,1,BAYC
2203,3,5.823333333333333,14.8,0.79,17.47,1,1,BAYC
2198,1,0.85,0.85,0.85,0.85,1,1,BAYC
2192,1,0.42,0.42,0.42,0.42,1,1,BAYC
2191,5,45.524,148.0,3.6,227.62,1,1,BAYC
2188,1,0.5,0.5,0.5,0.5,1,1,BAYC
2189,3,59.403333333333336,150.0,11.69,178.21,1,1,BAYC
2187,1,15.18,15.18,15.18,15.18,1,1,BAYC
2190,3,69.616,149.96,21.888,208.848,1,1,BAYC
2186,3,22.266333333333336,55.0,4.2,66.799,1,1,BAYC
2185,3,16.737,36.0,0.728,50.211,1,1,BAYC
2184,5,27.02222,110.0,0.0911,135.1111,1,1,BAYC
2181,10,13.202100000000002,15.38,10.39,132.02100000000002,1,1,BAYC
2179,2,6.0395,8.08,3.999,12.079,1,1,BAYC
2182,3,12.749333333333333,12.988,12.48,38.248,1,1,BAYC
2183,1,0.899,0.899,0.899,0.899,1,1,BAYC
2180,3,36.806333333333335,69.42,0.999,110.419,1,1,BAYC
2174,3,3.545,7.1,0.085,10.635,1,1,BAYC
2176,8,9.9597375,41.33,1.89,79.6779,1,1,BAYC
2173,2,5.8,9.6,2.0,11.6,1,1,BAYC
2175,4,8.0375,24.0,0.55,32.15,1,1,BAYC
2177,0,0.0,0.0,0.0,0.0,0,0,BAYC
2178,0,0.0,0.0,0.0,0.0,0,0,BAYC
2172,1,0.07,0.07,0.07,0.07,1,1,BAYC
2171,0,0.0,0.0,0.0,0.0,0,0,BAYC
2170,5,16.818379999999998,55.0,0.702,84.0919,1,1,BAYC
2169,1,3.4,3.4,3.4,3.4,1,1,BAYC
2168,4,13.9725,49.0,0.9,55.89,1,1,BAYC
2167,7,8.482585714285715,18.25,1.23,59.3781,1,1,BAYC
2159,5,49.2,135.0,0.5,246.0,1,1,BAYC
2162,4,7.981375,15.99,0.55,31.9255,1,1,BAYC
2165,1,1.9,1.9,1.9,1.9,1,1,BAYC
2160,2,46.34,46.69,45.99,92.68,1,1,BAYC
2163,14,28.101785714285715,65.9,0.15,393.425,1,1,BAYC
2161,2,0.875,1.0,0.75,1.75,1,1,BAYC
2166,3,4.3,12.3,0.15,12.9,1,1,BAYC
2164,5,26.52,116.9,0.2,132.6,1,1,BAYC
2148,6,7.284083333333332,11.98,0.399,43.7045,1,1,BAYC
2149,26,64.32491773076923,77.95,0.0001,1672.447861,1,1,BAYC
2150,35,31.83690674285714,157.0,0.168,1114.291736,1,1,BAYC
